95aace9c4e0b41fbb7a19435a8b83153,2022-09-03T13:48:55.266468700Z,http://example.com/?url=068,user-057,VG,Chrome,IOS,101,0.5424
45c7e33c25414351835d1fc82f5c3950,2022-09-03T13:49:21.186468700Z,http://example.com/?url=021,user-093,GD,Edge,Mac,422,0.6777
4a3e0d82eae4498982b77e4f1e454bf3,2022-09-03T13:49:47.106468700Z,http://example.com/?url=029,user-038,NG,Firefox,Android,431,0.1897
86a364efef02499d8d1b557bebf0b905,2022-09-03T13:50:13.026468700Z,http://example.com/?url=079,user-016,BJ,Safari,IOS,302,0.2662
5e0e250ab0484dd9b650d25d12f6e2b2,2022-09-03T13:50:38.946468700Z,http://example.com/?url=152,user-013,BR,Chrome,IOS,505,0.3155
db9276aaf3474d14b3748359be6fdba1,2022-09-03T13:51:04.866468700Z,http://example.com/?url=156,user-083,TW,Firefox,IOS,428,0.1065
5fac7e77ccdc46a5b8cfa6117be698e6,2022-09-03T13:51:30.786468700Z,http://example.com/?url=003,user-033,LR,Chrome,Android,409,0.1447
0a212e97ed5f4b2a880b81448de8c34a,2022-09-03T13:51:56.706468700Z,http://example.com/?url=184,user-017,GY,Chrome,Linux,303,0.0398
8d8ba6fc6953448f9699b3da232a7545,2022-09-03T13:52:22.626468700Z,http://example.com/?url=186,user-070,AF,Firefox,Mac,451,0.4144
9a2b8c93b730499aac52d486eb42269b,2022-09-03T13:52:48.546468700Z,http://example.com/?url=002,user-020,PN,Edge,Android,431,0.4983
fd6fd4db89d348d1baa6b00804b23892,2022-09-03T13:53:14.466468700Z,http://example.com/?url=004,user-018,FO,Opera,windows,511,0.8337
c8c3d2efa6eb49fea881dfc96f8ca913,2022-09-03T13:53:40.386468700Z,http://example.com/?url=128,user-069,SA,Edge,IOS,307,0.8905
b1f4aade95804a0eb713c5f28e69a8b2,2022-09-03T13:54:06.306468700Z,http://example.com/?url=184,user-006,SN,Edge,Android,429,0.9900
ef23c40cce664c8c918c4f78ce5fe2b2,2022-09-03T13:54:32.226468700Z,http://example.com/?url=166,user-089,PG,IE,windows,206,0.6881
cbd4e4e1bdf74554899bdeeb59d8d875,2022-09-03T13:54:58.146468700Z,http://example.com/?url=198,user-064,BI,Chrome,Android,305,0.2814
cfc0215ffc07424f8c255eb873ab23bf,2022-09-03T13:55:24.066468700Z,http://example.com/?url=163,user-016,CO,Opera,Mac,101,0.1218
594bb387049e4676941d434169670ced,2022-09-03T13:55:49.986468700Z,http://example.com/?url=115,user-033,AU,Opera,Mac,510,0.0442
019e097d418d4ef3be95d3d1f3a5500f,2022-09-03T13:56:15.906468700Z,http://example.com/?url=029,user-003,MS,Firefox,Mac,444,0.1518
c109c38d8b87437889a87dba5fcbf478,2022-09-03T13:56:41.826468700Z,http://example.com/?url=124,user-034,SE,Edge,Android,402,0.0112
88d06255e40b4b9aab8d2823a8602dea,2022-09-03T13:57:07.746468700Z,http://example.com/?url=099,user-041,LK,Chrome,windows,204,0.6869
755934e8425d41d9bd6e5e99847d2ca1,2022-09-03T13:57:33.666468700Z,http://example.com/?url=027,user-011,TT,IE,Mac,202,0.8169
d66ff3567cd54a608036cb054d2be52e,2022-09-03T13:57:59.586468700Z,http://example.com/?url=055,user-019,NU,Chrome,Mac,406,0.5396
107f9cbeaf8f4a9a9e5d27970b6c55db,2022-09-03T13:58:25.506468700Z,http://example.com/?url=152,user-035,MU,Chrome,Mac,402,0.9770
5b99ce23a40e497cbe2338d1c5efbe16,2022-09-03T13:58:51.426468700Z,http://example.com/?url=133,user-092,PM,Edge,windows,429,0.1002
b333b0e5da544249920609fd142d9150,2022-09-03T13:59:17.346468700Z,http://example.com/?url=151,user-077,TH,Firefox,Android,431,0.4578
db7a7d0a73c74cc69ba03f03dbe0c6aa,2022-09-03T13:59:43.266468700Z,http://example.com/?url=169,user-061,DZ,Edge,IOS,431,0.2821
464d8816a20648018dc3c5477c1fba53,2022-09-03T14:00:09.186468700Z,http://example.com/?url=004,user-040,BI,Opera,Android,409,0.7911
f770b72d78094759bb0277ea6746b8e6,2022-09-03T14:00:35.106468700Z,http://example.com/?url=124,user-034,MD,Firefox,Linux,444,0.4367
a59a308d8bd647949b3f014596a84a69,2022-09-03T14:01:01.026468700Z,http://example.com/?url=111,user-039,KE,Safari,Linux,504,0.7473
b9b242c129a74f5b8d52a156e73a92fb,2022-09-03T14:01:26.946468700Z,http://example.com/?url=055,user-026,CV,Opera,windows,304,0.9086
75dcc3585b6b41af98727d81683bb525,2022-09-03T14:01:52.866468700Z,http://example.com/?url=164,user-099,PW,Safari,windows,100,0.7942
79b33ea3909843f0b7c174ec500a55b1,2022-09-03T14:02:18.786468700Z,http://example.com/?url=158,user-029,BO,Chrome,windows,417,0.7065
8fb1201515f54d3a8ed2a3f28a7fa457,2022-09-03T14:02:44.706468700Z,http://example.com/?url=098,user-020,MF,IE,Mac,226,0.0089
289caeb4e8a34dcf93b91556f7c5ac1c,2022-09-03T14:03:10.626468700Z,http://example.com/?url=076,user-095,CV,Opera,Mac,304,0.3034
86acfa29604c4061b130fa46a3818a17,2022-09-03T14:03:36.546468700Z,http://example.com/?url=143,user-031,FO,IE,Linux,402,0.3826
5a4b24696ca8498cbb01b720f52719d7,2022-09-03T14:04:02.466468700Z,http://example.com/?url=076,user-049,GB,Safari,IOS,407,0.1548
4bf56a94146e4cdd980bdd42853eef09,2022-09-03T14:04:28.386468700Z,http://example.com/?url=078,user-092,PR,IE,windows,502,0.6149
43e9fd32aef74846bb4eae13ad7f2918,2022-09-03T14:04:54.306468700Z,http://example.com/?url=044,user-045,LK,Safari,Mac,414,0.2825
5e3b29b9b5244b208784f4bd30f66d74,2022-09-03T14:05:20.226468700Z,http://example.com/?url=099,user-018,SK,Firefox,Linux,200,0.1170
8da379e1a2c4489d8651b59df51c5446,2022-09-03T14:05:46.146468700Z,http://example.com/?url=075,user-096,CV,IE,Mac,205,0.4712
44aec53443104a4a8ddabf9b34716a78,2022-09-03T14:06:12.066468700Z,http://example.com/?url=188,user-079,FK,Edge,IOS,499,0.3119
a32d8c1479534429b63250260e3699c4,2022-09-03T14:06:37.986468700Z,http://example.com/?url=034,user-077,SN,Firefox,Linux,504,0.5942
f920fd8a645c4559a9609fd1193d1922,2022-09-03T14:07:03.906468700Z,http://example.com/?url=094,user-056,JM,Opera,IOS,431,0.2177
4f638d790f074df5b7af1ab34e0dcad3,2022-09-03T14:07:29.826468700Z,http://example.com/?url=161,user-074,CR,IE,IOS,417,0.9006
8b9f305935104004b237f4f409a48171,2022-09-03T14:07:55.746468700Z,http://example.com/?url=145,user-044,JM,Firefox,IOS,412,0.8316
0039c576880f4a48ba00a2c4ed5733d6,2022-09-03T14:08:21.666468700Z,http://example.com/?url=037,user-086,GS,Safari,windows,499,0.9098
0ad39a6539b34804af627d7cdaf1907b,2022-09-03T14:08:47.586468700Z,http://example.com/?url=022,user-028,PW,Edge,windows,302,0.7120
7720578a4b7440a19eb8261dc15b3a13,2022-09-03T14:09:13.506468700Z,http://example.com/?url=107,user-005,VN,Opera,windows,415,0.5632
28b0e8872f57491f8caf135ffe03ab08,2022-09-03T14:09:39.426468700Z,http://example.com/?url=042,user-012,PY,Opera,Linux,503,0.3075
195dd257650e4950a85a331161bd2d45,2022-09-03T14:10:05.346468700Z,http://example.com/?url=123,user-011,FO,Opera,Mac,507,0.1548
49d1504806744e57b54bee805525459f,2022-09-03T14:10:31.266468700Z,http://example.com/?url=061,user-050,RO,Opera,Mac,428,0.4229
e4e5ca8cac5743e39c0ca5b382faf9f0,2022-09-03T14:10:57.186468700Z,http://example.com/?url=086,user-066,AQ,IE,Linux,421,0.1904
f96804dd58d941a2a165619a51e8c8a3,2022-09-03T14:11:23.106468700Z,http://example.com/?url=124,user-026,PE,Edge,windows,101,0.9612
5f4152190f0a4b9e9912bf2d7c4dad71,2022-09-03T14:11:49.026468700Z,http://example.com/?url=008,user-028,AF,Chrome,IOS,501,0.9059
67ca63095a7140ee915f9cfc80829118,2022-09-03T14:12:14.946468700Z,http://example.com/?url=092,user-045,IT,IE,windows,408,0.2628
1a8f8d6774ae465180f0a5797b7459b7,2022-09-03T14:12:40.866468700Z,http://example.com/?url=141,user-016,IR,Chrome,Mac,400,0.0192
d2c1ca0768e34ee2897bf8ccaa45572c,2022-09-03T14:13:06.786468700Z,http://example.com/?url=015,user-040,MK,Safari,windows,413,0.4655
985626fd60674818952b30f06c8a5f8e,2022-09-03T14:13:32.706468700Z,http://example.com/?url=149,user-002,CV,Safari,Linux,304,0.7312
496ecaea26af47e192386e5fa8caa729,2022-09-03T14:13:58.626468700Z,http://example.com/?url=013,user-054,RW,Firefox,Android,422,0.5703
ca26c4661c0e4e9f9ecf7602980cf089,2022-09-03T14:14:24.546468700Z,http://example.com/?url=028,user-093,MH,IE,Mac,102,0.8880
43aaa14475874dd78a195bd4cf531fde,2022-09-03T14:14:50.466468700Z,http://example.com/?url=106,user-013,PH,Opera,Mac,599,0.6377
4f9b73b905204ecbbf6437ea4d2b4849,2022-09-03T14:15:16.386468700Z,http://example.com/?url=069,user-056,GF,IE,Android,500,0.6303
e350e2b914ba490aa36b6e1b4ad8e093,2022-09-03T14:15:42.306468700Z,http://example.com/?url=155,user-010,DO,Safari,Mac,504,0.0546
591a95242b144e918baabb5c30e6d06a,2022-09-03T14:16:08.226468700Z,http://example.com/?url=027,user-085,BB,Edge,Android,404,0.0442
f2cdc981507e4efd90fa6f4e1fc16641,2022-09-03T14:16:34.146468700Z,http://example.com/?url=112,user-026,UY,Safari,Linux,300,0.4831
002b3ac84db54db58d63abee1e06e844,2022-09-03T14:17:00.066468700Z,http://example.com/?url=090,user-029,HM,Edge,Android,411,0.9185
e21b397795f2406c8d18147d1d140449,2022-09-03T14:17:25.986468700Z,http://example.com/?url=169,user-018,SE,Firefox,Linux,599,0.9166
ffa0b59e28034a35875d894206a46e5d,2022-09-03T14:17:51.906468700Z,http://example.com/?url=004,user-076,GU,IE,Linux,205,0.7724
59522d2455f84350ad9a336cf17ea778,2022-09-03T14:18:17.826468700Z,http://example.com/?url=059,user-083,PH,IE,Linux,302,0.6313
264a742664e04e0aa80217c6baec0fa8,2022-09-03T14:18:43.746468700Z,http://example.com/?url=033,user-086,IO,Opera,Linux,100,0.4521
c0647cbc35774c63ad5441ce54c6e278,2022-09-03T14:19:09.666468700Z,http://example.com/?url=128,user-039,CK,Edge,Linux,424,0.9129
59985362a56b45518032d00c438a0960,2022-09-03T14:19:35.586468700Z,http://example.com/?url=021,user-044,BT,Opera,IOS,207,0.4295
5adfd00a06c44533a6b90bd2f0c282e2,2022-09-03T14:20:01.506468700Z,http://example.com/?url=051,user-087,PF,IE,Mac,412,0.4068
2523549f4c3f4dc699f58792ed58a411,2022-09-03T14:20:27.426468700Z,http://example.com/?url=197,user-052,GP,Chrome,Linux,422,0.3657
21b6cd8e949d4578989ae73cf5b18061,2022-09-03T14:20:53.346468700Z,http://example.com/?url=008,user-057,CV,IE,Android,414,0.1170
47436f1a10c441eb94a80ba1bb415525,2022-09-03T14:21:19.266468700Z,http://example.com/?url=006,user-035,TC,Edge,Linux,418,0.6388
c733be9aaeee47018563519a984ced26,2022-09-03T14:21:45.186468700Z,http://example.com/?url=182,user-088,LB,Firefox,IOS,422,0.9216
65f6a75c856c4b37a7c8d05b7a84aa99,2022-09-03T14:22:11.106468700Z,http://example.com/?url=018,user-051,AM,IE,Android,304,0.0514
