d0d8e7debfb3462f8cb3a1cb07838dd7,2022-09-03T13:48:45.782075700Z,http://example.com/?url=148,user-013,AR,Firefox,windows,506,0.7618
ff729e3289d443b8b63bb6f853c3c327,2022-09-03T13:49:11.702075700Z,http://example.com/?url=163,user-068,VC,Opera,Linux,599,0.2908
6539127cebcd4a3599462fa93a8b8fb5,2022-09-03T13:49:37.622075700Z,http://example.com/?url=002,user-061,BW,IE,Android,100,0.6098
c7baf63f86d64f239db4976c7c7541a6,2022-09-03T13:50:03.542075700Z,http://example.com/?url=113,user-003,GR,Chrome,Mac,308,0.4089
6ea8396141824551b35e1494762b2009,2022-09-03T13:50:29.462075700Z,http://example.com/?url=161,user-041,PE,Firefox,windows,205,0.3067
ad99b4667b8f46aab18f4fefc7a54b53,2022-09-03T13:50:55.382075700Z,http://example.com/?url=099,user-045,BM,Chrome,Mac,415,0.7137
47137617a03a403b9b6873b1a842a3d0,2022-09-03T13:51:21.302075700Z,http://example.com/?url=058,user-063,ZA,Safari,windows,406,0.4239
6450e9e6b4fd40a28fcc779f1ae2801a,2022-09-03T13:51:47.222075700Z,http://example.com/?url=026,user-002,FK,Opera,Mac,502,0.4340
13056bfcb8204457b0f3a699832dd385,2022-09-03T13:52:13.142075700Z,http://example.com/?url=098,user-054,SG,Firefox,Android,424,0.0778
c0b90784cf844b63bdb08ed3d12a9240,2022-09-03T13:52:39.062075700Z,http://example.com/?url=113,user-034,PR,Firefox,IOS,429,0.3309
732ee27b35984de681e723eb13260dfb,2022-09-03T13:53:04.982075700Z,http://example.com/?url=058,user-088,NF,Firefox,IOS,423,0.7313
15b1f419c7634a7f8cb9085ccb2acaac,2022-09-03T13:53:30.902075700Z,http://example.com/?url=195,user-099,GA,Firefox,Linux,502,0.8508
f86d7af806a841b7b661a64c7f96aef4,2022-09-03T13:53:56.822075700Z,http://example.com/?url=165,user-099,RS,Edge,Linux,406,0.3815
8c6b7bc7ea4c4f9fb7a7c57472028875,2022-09-03T13:54:22.742075700Z,http://example.com/?url=144,user-098,CI,IE,Mac,301,0.1110
bdec6239ae0146e184bd2e2010cbd155,2022-09-03T13:54:48.662075700Z,http://example.com/?url=123,user-022,LI,Safari,IOS,413,0.1887
af08aebe2cb64e6ba072fa6bbb2b4173,2022-09-03T13:55:14.582075700Z,http://example.com/?url=195,user-019,CD,Edge,Linux,418,0.1475
e02ece6805f54eb5862e8f43444e806c,2022-09-03T13:55:40.502075700Z,http://example.com/?url=190,user-042,RO,Firefox,Linux,411,0.9003
4697e51e391c470ca77a6dbac32ad4ba,2022-09-03T13:56:06.422075700Z,http://example.com/?url=153,user-013,SC,Opera,windows,428,0.1936
078b27cd318748f5b4dea4b875d4f58a,2022-09-03T13:56:32.342075700Z,http://example.com/?url=174,user-060,JM,Edge,Linux,508,0.1436
dc9b88fa8ab2477c9843b72435b246d9,2022-09-03T13:56:58.262075700Z,http://example.com/?url=192,user-010,LR,Opera,Android,422,0.2410
68760d003e984645b69fa5c0f9af47ee,2022-09-03T13:57:24.182075700Z,http://example.com/?url=045,user-041,VI,Firefox,Mac,207,0.1667
